Note,Commentaire
"4,0","Suite de 28 jours plus tard, 28 semaines plus tard reprend les éléments qui ont fait le succés du premier : la musique, les plans de caméra souvent sublime ou novateurs, le gore(beaucoup trop ici mais surtout souvent inutile). Bref une soi disant copie du premier mais en moins bien en effet l'effet de surprise est passé!!Mais reste un film accrocheur, rythmé. Une bonne surprise malgré tout pour une ''suite''.La fin étant une belle ouverture vers un nouveau film mais qui j'espere n'aura pas lieu meme si paris en ville morte serait sublime"
"5,0","Tres bon film, mieux que le premier, en attente du troisieme"
"4,0",Une très bonne suite pour une fois...de très bons effets spéciaux et une bonne mise sous pression surtout lors des scènes dans le noir. J ai quand même trouvé l histoire ''familliale'' un peu exagérée mais sinon c est un très bon film.
"4,0","Mouahah comment j'ai trop flippé ! Ce film m'a horriblement stressée du début jusque la fin ! Scénario intéressant, zombies vraiment vilains, scènes assez affreuses (le truc avec les yeux, j'ai fermé les miens pour pas voir !)(oui je suis faible), musique GENIALE qui met encore plus la pression, c'est une très bonne suite, très bien adaptée pour le cinéma donc je ne regrette pas d'y aller ! (surtout que c'était la rentrée du cinéma hein). Je mets ''que'' trois étoiles car c'est pas humain de stresser les gens comme ça au cinéma (lol), et aussi parce que certaines scènes d'action sont impossibles à suivre avec des yeux humains (peut être qu'avec des yeux de zombie..), il faudrait ralentir la cadence des images, je n'aime pas cette technique, car je n'en vois pas l'intérêt à part celui de donner mal à la tête. Mais bon, là je ne parle que deux ou trois scènes du film, donc c'est vraiment histoire de trouver un défaut sinon super film de zombards !"
"5,0","Tout aussi intense et sanglant que le premier, ce film rentre sans aucun doute dans la lignée de cette saga désormais culte.Les acteurs sont tous très bons et permette à ce film de s'affirmer comme un vrai film d'horreur et pas juste une boucherie sanglante.A voir si l'on aime les frissons, et surtout si l'on a aimé le premier !"
"2,0","Pas terrible !!! le film manque d'originalité et le scénario par rapport aux autres films de zombies est le meme !! Bref,un film comme un autre !!"
"4,0","Film inférieur au premier volet, mais tout de même réussi. L'action est présente, le scénario toujours solides et les effets spéciaux soignés. Robert Carlyle s'en sort plutôt pas mal et l'hémoglobine reste de mise. Certaines peuvent être choquantes. Une suite réussie."
"2,5","Suite plus ou moins directe de 28 jours plus tard. Le film démarre avec une scène d’ouverture intense et réussie. Le rythme retombe ensuite pour s’accélérer frénétiquement jusqu’au dénouement, dénouement tragique qui au passage donne lieu à une cut-scene finale terrifiante… Au final je le trouve plus réussi que l’original par Danny Boyle, en gardant une seule ligne directrice au scénario et ne se détournant pas au moyen de rebondissements saugrenus comme on pouvait en voir dans le premier. Les quelques scènes en mode subjectif apportent un peu plus à l’angoisse. Bon ça n’est pas non plus terrifiant, c’est prévisible et au final somme toute très classique."
"2,5","Beaucoup trop de morts, de la violence inutile, plein de sang et de détails purement gratuits et écœurant, cela gâche le scénario qui n'est pas trop mal, les acteurs aussi sont corrects."
"4,5","Personnellement j'ai préféré cette suite, c'est même le meilleur film de zombies que j'ai vu. Haletant, effrayant, on est parfaitement dans les codes du genre. Trop dirons certains ? Peut-être, mais peut-on repprocher à un film d'horreur de faire peur ? Et franchement, certaines scènes sont flippantes."
"5,0","franchement moi j'allucine!! c'étais super j'ai eu peur, des frissons, sa fait longtemps j'ai pas eu peur comme cela!! enfin non mais bon l'histoire est nikel, les acteurs nikel, la fin nikel, l'action est présente du début (toues premieres minutes) a la fin... meme a la scéance de 22h30 on ne s'endort pas! (cauchemard assurés pendant une semaine!)"
"4,0","''28 semaines plus tard'' multiplie les scènes chocs les moments de panique pour le plaisir du spectateur averti. Mais attention, il est difficile à voir."
"5,0","28 semaines plus tard s'est imposé sans mal comme le meilleur film d'horreur de l'année passée. Le scénario, oh surprise, n'est pas un copier-coller honteux de l'excellent premier opus. Script intelligent apportant une dimension familiale intéressante, propice à la réflexion et évitant presque tous les poncifs du genre. Les acteurs sont engagés et soulignons la prestation épatante des deux jeunes comédiens. Dés la première séquence virtuose le ton est donné: l'action sera haletante, intense, mémorable, bien sur appuyée par l'excellent thème de John Murphy et de fantastiques effets spéciaux. La où le film devient indescriptible c'est lors de cette scène où Carlyle se fait contaminer: bouleversante et atroce à la fois, c'est bien la première fois qu'une telle impression me frappe, où deux émotions aussi contradictoires s'affrontent... A partir de là les évènements s'enchainent sans aucune perte de régime, on en prend plein la gueule et on en redemande. On monte crescendo vers le chaos le plus total au fil de séquences ahurissantes à la mise en scène étonnante. Un grand moment de cinéma donc! Avec Juan Carlos Fresnadillo et le duo Plaza, Balaguero, ces sacrés Espagnoles signent surement deux des meilleurs films du genre: intenses et intelligents. Viva Espana!"
"5,0","Le 1er volet était déjà efficace et impressionnant (ne serait-ce que la scène d'intro dans le laboratoire), mais là nous sommes encore un cran au-dessus : aucun temps mort, un scénario béton, une reconstitution d'un Londres dévasté très réaliste. Certaines scènes sont tellement crédibles que l'on pourrait croire suivre un documentaire, en particulier les sentinelles qui attendent un hypothétique danger, ou alors le retour des réfugiés qui rentrent chez eux.Si vous aimez vous faire peur intelligemment, alors 28 semaines plus tard est fait pour vous. Vivement 28 mois plus tard ..."
"4,0","J'ai eu des craintes en voyant que Boyle n'avait pas repris la réalisation du second opus. Les critiques y voient un simple film apocalyptique de zombie dans les règles du genre. Après tout ça ne me gêne pas tant que ça, je l'adore ce genre-là!Et ce film oscille entre très bon et beaucoup moins. Le tout début m'a fait un peu peur, et dès la première attaque, la façon dont elle est filmée, la musique montante et transcendante m'a fait radicalment changer d'avis. J'ai bien aimé le thème de la reconstruction, du mari et de la femme qui se retrouvent, surtout après ce qui s'est passé... mais c'est mal utilisé! Et là on part effectivement dans un scénario beaucoup plus basique et attendu. En même temps, on les attendait ces zombies, fallait bien trouver un moyen de les remettre au goût du jour!Tant pis, quitte à perdre un peu d'intensité scénaritistique, j'ai trouvé les scènes de panique et la réaction des militaires débordés (''the red plan'') captivants. Comme j'avais été capté par les scènes du même genre dans La Guerre des Mondes de Spielberg (que je n'avais finalement pas tant aimé que ça!).Puis, pour finir, je retrouve le travers de ce genre de film: on retombe dans la philanthropie la plus totale. Les anti-héros se mettent tous à sacrifier leur vie pour sauver des gamins parmi des centaines d'autres dont ils n'ont rien à foutre. Je trouve dommage que les réalisateurs n'exploitent pas l'égoïsme profond et l'instinct de survie de chacun d'entre nous (et a fortiori, présents même chez les ''gentils'').La toute fin fait aussi assez téléfilm, mais laisse cependant entrevoir une suite qui peut être encore une fois intéressante."
"5,0","Exceptionnel!!! Ce qui est incroyable ce sont les avis divergents que je peux lire. Le meilleur film du genre que j'ai regardé jusqu'à présent. Moi qui avait aimé I am Legend, il est largement dépassé par celui là (et 28 jours plus tard)."
"4,0","j'ai trouvé robert carlyle excellent comme d'habitude, j'ai trouvé que ce film ne ressemblé pas au premier qu'il avait évolué même si le 1 er est superbe celui la à quelque chose en plus. malheuresement la caméra bouge sans arret et c'est assez pénible pour nos pauvres paupière!!!"
"5,0","Tout simplement hallucinant ! On est scotché à son siège devant la puissance et le réalisme de l'image, tout ceci appuyé par une BO extraordinaire ! L'histoire est profonde et met en place des personnages ambiguës, explose l'attitude interventionniste des Etats-Unis qui veulent toujours agir pour améliorer les choses, inove dans le registre du thriller, et nous laisse envisager le meilleur avec une éventuelle suite !Rien que la scène d'entrée vaut le détour !"
"4,0","En 4 ans, il n'y a pas photo, on a vachement progressé en termes de réalisation. Les contaminés sont bien mieux réussis, les images sont de meilleures qualités et la bande son est au top. Ce deuxième opus, bien plus violent et angoissant que le 1er, nous offre une suite logique vers un éventuel remède au virus. Mon seul regret se situe au niveau du scénario. Lorsqu’une maladie est sur le point de se propager, est-il raisonnable d’enfermer tous les civils au sous-sol d’un immeuble muni de simples portes ? Là, il va falloir chercher un peu plus loin ! Espérons tout de même avoir des nouvelles de tous les personnages principaux (Jim, Selena, les enfants) dans le dernier volet de cette bonne petite trilogie…"
"1,0","boucherie interminable d'une heure et demie,sans commentaires si ce n'est que les zombies doivent retourner dans leurs tombes et s'y retourner"
"3,0",Ttrès bon film du genre mais je trouve cette suite un peu inutile. ''28 jours plus tard'' était très bon et se suffisait à lui-même. J'ai été moins emballé par cette suite.
"5,0","Déjà que le premier m'avait laissé sans voix, et bien là sans surprise ce film est sans aucun doute le meilleur de l'année en termes d'épouvante horreur.Mise en bouche dès le début du film, bande son énorme, personnages charismatiques. Bon relevons tout de même qu'il est assez violent, voir surprenant. Mais Voir ce film est loin d'être une perte de temps, je le conseille fortement."
